,Unnamed: 0,Ticker,Sector,Date,Year,Quarter,Earnings_url,Path,Market_cap
219,219,TGT,Consumer Discretionary,2022-03-02,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/03/02/target-tgt-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/TGT/2021/Q4/,105105432576.0
220,220,HPE,Information Technology,2022-03-02,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/03/02/hewlett-packard-enterprise-co-hpe-q1-2022-earnings/,/Users/gyf/Desktop/earning call analysis/HPE/2022/Q1/,20662704128.0
221,221,CRM,Information Technology,2022-03-02,2022,Q4,https://www.fool.com/earnings/call-transcripts/2022/03/02/salesforcecom-crm-q4-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/CRM/2022/Q4/,161658191872.0
222,222,PGR,Financials,2022-03-01,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/03/01/progressive-pgr-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/PGR/2021/Q4/,64137900032.0
223,223,OKE,Energy,2022-03-01,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/03/01/oneok-oke-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/OKE/2021/Q4/,29070632960.0
224,224,SJM,Consumer Staples,2022-03-01,2022,Q3,https://www.fool.com/earnings/call-transcripts/2022/03/01/jm-smucker-sjm-q3-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/SJM/2022/Q3/,15634613248.0
225,225,BIDU,Communication Services,2022-03-01,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/03/01/baidu-bidu-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/BIDU/2021/Q4/,41594474496.0
226,226,ZM,Information Technology,2022-02-28,2022,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/28/zoom-video-communications-zm-q4-2022-earnings-call/,/Users/gyf/Desktop/earning call analysis/ZM/2022/Q4/,26497716224.0
227,227,XRAY,Health Care,2022-02-28,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/28/dentsply-sirona-xray-q4-2021-earnings-call-transcr/,/Users/gyf/Desktop/earning call analysis/XRAY/2021/Q4/,8363904000.0
228,228,SRE,Utilities,2022-02-25,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/25/sempra-energy-sre-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/SRE/2021/Q4/,51598471168.0
229,229,OXY,Energy,2022-02-25,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/25/occidental-petroleum-oxy-q4-2021-earnings-call-tra/,/Users/gyf/Desktop/earning call analysis/OXY/2021/Q4/,63249195008.0
230,230,EOG,Energy,2022-02-25,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/25/eog-resources-eog-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/EOG/2021/Q4/,73931972608.0
231,231,ADSK,Information Technology,2022-02-25,2022,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/25/autodesk-adsk-q4-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/ADSK/2022/Q4/,42362400768.0
232,232,ZS,Information Technology,2022-02-24,2022,Q2,https://www.fool.com/earnings/call-transcripts/2022/02/24/zscaler-zs-q2-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/ZS/2022/Q2/,19622686720.0
233,233,NCLH,Consumer Discretionary,2022-02-24,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/24/norwegian-cruise-line-holdings-nclh-q4-2021-earnin/,/Users/gyf/Desktop/earning call analysis/NCLH/2021/Q4/,6707792384.0
234,234,MRNA,Health Care,2022-02-24,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/24/moderna-inc-mrna-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/MRNA/2021/Q4/,54198775808.0
235,235,NTES,Communication Services,2022-02-24,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/24/netease-ntes-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/NTES/2021/Q4/,63998971904.0
236,236,IR,Industrials,2022-02-24,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/24/ingersoll-rand-inc-ir-q4-2021-earnings-call-transc/,/Users/gyf/Desktop/earning call analysis/IR/2021/Q4/,17709568000.0
237,237,AMT,Real Estate,2022-02-24,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/24/american-tower-amt-q4-2021-earnings-call-transcrip/,/Users/gyf/Desktop/earning call analysis/AMT/2021/Q4/,104845418496.0
238,238,IRM,Real Estate,2022-02-24,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/24/iron-mountain-irm-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/IRM/2021/Q4/,15366419456.0
239,239,BKNG,Consumer Discretionary,2022-02-23,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/23/booking-holdings-bkng-q4-2021-earnings-call-transc/,/Users/gyf/Desktop/earning call analysis/BKNG/2021/Q4/,84008763392.0
240,240,O,Real Estate,2022-02-23,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/23/realty-income-o-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/O/2021/Q4/,38505963520.0
241,241,MOS,Materials,2022-02-23,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/23/mosaic-mos-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/MOS/2021/Q4/,23372869632.0
242,242,LOW,Consumer Discretionary,2022-02-23,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/23/lowes-low-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/LOW/2021/Q4/,131262758912.0
243,243,FANG,Energy,2022-02-23,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/23/diamondback-energy-fang-q4-2021-earnings-call-tran/,/Users/gyf/Desktop/earning call analysis/FANG/2021/Q4/,23788279808.0
244,244,MELI,Consumer Discretionary,2022-02-22,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/22/mercadolibre-meli-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/MELI/2021/Q4/,39752105984.0
245,245,A,Health Care,2022-02-22,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/02/22/agilent-technologies-a-q1-2022-earnings-call-trans/,/Users/gyf/Desktop/earning call analysis/A/2022/Q1/,36330721280.0
246,246,PANW,Information Technology,2022-02-22,2022,Q2,https://www.fool.com/earnings/call-transcripts/2022/02/22/palo-alto-networks-panw-q2-2022-earnings-call-tran/,/Users/gyf/Desktop/earning call analysis/PANW/2022/Q2/,46193635328.0
247,247,HD,Consumer Discretionary,2022-02-22,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/22/home-depot-hd-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/HD/2021/Q4/,309084585984.0
248,248,APA,Energy,2022-02-22,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/22/apache-apa-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/APA/2021/Q4/,
249,249,MDT,Health Care,2022-02-22,2022,Q3,https://www.fool.com/earnings/call-transcripts/2022/02/22/medtronic-mdt-q3-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/MDT/2022/Q3/,139578769408.0
250,250,PPL,Utilities,2022-02-18,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/18/ppl-ppl-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/PPL/2021/Q4/,21755750400.0
251,251,DLR,Real Estate,2022-02-18,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/18/digital-realty-trust-dlr-q4-2021-earnings-call-tra/,/Users/gyf/Desktop/earning call analysis/DLR/2021/Q4/,36441092096.0
252,252,LNT,Utilities,2022-02-18,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/18/alliant-energy-lnt-q4-2021-earnings-call-transcrip/,/Users/gyf/Desktop/earning call analysis/LNT/2021/Q4/,14736247808.0
253,253,KEYS,Information Technology,2022-02-17,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/02/17/keysight-technologies-keys-q1-2022-earnings-call-t/,/Users/gyf/Desktop/earning call analysis/KEYS/2022/Q1/,24710670336.0
254,254,HST,Real Estate,2022-02-17,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/17/host-hotels-resorts-hst-q4-2021-earnings-call-tran/,/Users/gyf/Desktop/earning call analysis/HST/2021/Q4/,14409226240.0
255,255,MRO,Energy,2022-02-17,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/17/marathon-oil-mro-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/MRO/2021/Q4/,21783465984.0
256,256,WMT,Consumer Staples,2022-02-17,2022,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/17/walmart-inc-wmt-q4-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/WMT/2022/Q4/,411116797952.0
257,257,LKQ,Consumer Discretionary,2022-02-17,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/17/lkq-lkq-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/LKQ/2021/Q4/,14845637632.0
258,258,SEE,Materials,2022-02-17,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/17/sealed-air-see-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/SEE/2021/Q4/,9253885952.0
259,259,CPRT,Industrials,2022-02-17,2022,Q2,https://www.fool.com/earnings/call-transcripts/2022/02/17/copart-cprt-q2-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/CPRT/2022/Q2/,26140489728.0
260,260,EPAM,Information Technology,2022-02-17,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/17/epam-systems-epam-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/EPAM/2021/Q4/,17762562048.0
261,261,ALB,Materials,2022-02-17,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/17/albemarle-alb-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/ALB/2021/Q4/,26474008576.0
262,262,AIG,Financials,2022-02-17,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/17/american-international-group-aig-q4-2021-earnings/,/Users/gyf/Desktop/earning call analysis/AIG/2021/Q4/,48688672768.0
263,263,WST,Health Care,2022-02-17,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/17/west-pharmaceutical-services-wst-q4-2021-earnings/,/Users/gyf/Desktop/earning call analysis/WST/2021/Q4/,22483187712.0
264,264,EQIX,Real Estate,2022-02-17,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/17/equinix-eqix-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/EQIX/2021/Q4/,58204430336.0
265,265,NVDA,Information Technology,2022-02-17,2022,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/17/nvidia-nvda-q4-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/NVDA/2022/Q4/,430218870784.0
266,266,CSCO,Information Technology,2022-02-16,2022,Q2,https://www.fool.com/earnings/call-transcripts/2022/02/16/cisco-systems-csco-q2-2022-earnings-call-transcrip/,/Users/gyf/Desktop/earning call analysis/CSCO/2022/Q2/,206662893568.0
267,267,AMAT,Information Technology,2022-02-16,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/02/16/applied-materials-amat-q1-2022-earnings-call-trans/,/Users/gyf/Desktop/earning call analysis/AMAT/2022/Q1/,98162925568.0
268,268,DVN,Energy,2022-02-16,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/16/devon-energy-dvn-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/DVN/2021/Q4/,48060227584.0
269,269,WELL,Real Estate,2022-02-16,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/16/welltower-well-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/WELL/2021/Q4/,38665478144.0
270,270,CINF,Financials,2022-02-16,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/16/cincinnati-financial-cinf-q4-2021-earnings-call-tr/,/Users/gyf/Desktop/earning call analysis/CINF/2021/Q4/,20321490944.0
271,271,ABNB,Consumer Discretionary,2022-02-16,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/16/airbnb-inc-abnb-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/ABNB/2021/Q4/,73889669120.0
272,272,AKAM,Information Technology,2022-02-16,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/16/akamai-technologies-akam-q4-2021-earnings-call-tra/,/Users/gyf/Desktop/earning call analysis/AKAM/2021/Q4/,15857369088.0
273,273,SEDG,Information Technology,2022-02-15,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/15/solaredge-technologies-sedg-q4-2021-earnings-call/,/Users/gyf/Desktop/earning call analysis/SEDG/2021/Q4/,11700818944.0
274,274,WYNN,Consumer Discretionary,2022-02-15,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/15/wynn-resorts-wynn-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/WYNN/2021/Q4/,7395172352.0
275,275,ECL,Materials,2022-02-15,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/15/ecolab-ecl-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/ECL/2021/Q4/,45661585408.0
276,276,ZTS,Health Care,2022-02-15,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/15/zoetis-zts-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/ZTS/2021/Q4/,78297628672.0
277,277,IQV,Health Care,2022-02-15,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/15/iqvia-holdings-inc-iqv-q4-2021-earnings-call-trans/,/Users/gyf/Desktop/earning call analysis/IQV/2021/Q4/,39471677440.0
278,278,HSIC,Health Care,2022-02-15,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/15/henry-schein-hsic-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/HSIC/2021/Q4/,11677736960.0
279,279,VNO,Real Estate,2022-02-15,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/15/vornado-realty-trust-vno-q4-2021-earnings-call-tra/,/Users/gyf/Desktop/earning call analysis/VNO/2021/Q4/,6630245376.0
280,280,FIS,Information Technology,2022-02-15,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/15/fidelity-national-information-services-fis-q4-2021/,/Users/gyf/Desktop/earning call analysis/FIS/2021/Q4/,58640637952.0
281,281,ANET,Information Technology,2022-02-14,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/14/arista-networks-anet-q4-2021-earnings-call-transcr/,/Users/gyf/Desktop/earning call analysis/ANET/2021/Q4/,32266500096.0
282,282,D,Utilities,2022-02-11,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/11/dominion-energy-inc-d-q4-2021-earnings-call-transc/,/Users/gyf/Desktop/earning call analysis/D/2021/Q4/,67781197824.0
283,283,MPWR,Information Technology,2022-02-11,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/11/monolithic-power-systems-mpwr-q4-2021-earnings-cal/,/Users/gyf/Desktop/earning call analysis/MPWR/2021/Q4/,19220781056.0
284,284,DVA,Health Care,2022-02-11,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/11/davita-dva-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/DVA/2021/Q4/,10179810304.0
285,285,DXCM,Health Care,2022-02-11,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/11/dexcom-dxcm-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/DXCM/2021/Q4/,31460882432.0
286,286,VRSN,Information Technology,2022-02-10,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/10/verisign-vrsn-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/VRSN/2021/Q4/,18277885952.0
287,287,KO,Consumer Staples,2022-02-10,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/10/coca-cola-ko-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/KO/2021/Q4/,284908945408.0
288,288,TWTR,Communication Services,2022-02-10,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/10/twitter-twtr-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/TWTR/2021/Q4/,29897416704.0
289,289,LH,Health Care,2022-02-10,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/10/laboratory-corporation-of-america-lh-q4-2021-earni/,/Users/gyf/Desktop/earning call analysis/LH/2021/Q4/,23195766784.0
290,290,DDOG,Information Technology,2022-02-10,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/10/datadog-ddog-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/DDOG/2021/Q4/,30324836352.0
291,291,ZBRA,Information Technology,2022-02-10,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/10/zebra-technologies-zbra-q4-2021-earnings-call-tran/,/Users/gyf/Desktop/earning call analysis/ZBRA/2021/Q4/,17294368768.0
292,292,CVS,Health Care,2022-02-10,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/10/cvs-health-cvs-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/CVS/2021/Q4/,130091917312.0
293,293,MGM,Consumer Discretionary,2022-02-10,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/10/mgm-resorts-international-mgm-q4-2021-earnings-cal/,/Users/gyf/Desktop/earning call analysis/MGM/2021/Q4/,16446427136.0
294,294,CDAY,Information Technology,2022-02-10,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/10/ceridian-hcm-holding-inc-cday-q4-2021-earnings-cal/,/Users/gyf/Desktop/earning call analysis/CDAY/2021/Q4/,8298992640.0
295,295,SGEN,Health Care,2022-02-10,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/10/seagen-inc-sgen-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/SGEN/2021/Q4/,26064293888.0
296,296,DIS,Communication Services,2022-02-10,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/02/10/walt-disney-dis-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/DIS/2022/Q1/,191181488128.0
297,297,LUMN,Communication Services,2022-02-09,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/09/lumen-technologies-lumn-q4-2021-earnings-call-tran/,/Users/gyf/Desktop/earning call analysis/LUMN/2021/Q4/,11948795904.0
298,298,YUM,Consumer Discretionary,2022-02-09,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/09/yum-brands-yum-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/YUM/2021/Q4/,32880728064.0
299,299,ATO,Utilities,2022-02-09,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/02/09/atmos-energy-ato-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/ATO/2022/Q1/,15730938880.0
300,300,JKHY,Information Technology,2022-02-09,2022,Q2,https://www.fool.com/earnings/call-transcripts/2022/02/09/jack-henry-associates-jkhy-q2-2022-earnings-call-t/,/Users/gyf/Desktop/earning call analysis/JKHY/2022/Q2/,13110439936.0
301,301,ENPH,Information Technology,2022-02-09,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/09/enphase-energy-inc-enph-q4-2021-earnings-call-tran/,/Users/gyf/Desktop/earning call analysis/ENPH/2021/Q4/,20375758848.0
302,302,OMC,Communication Services,2022-02-09,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/09/omnicom-group-omc-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/OMC/2021/Q4/,16367043584.0
303,303,PAYC,Information Technology,2022-02-08,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/08/paycom-software-payc-q4-2021-earnings-call-transcr/,/Users/gyf/Desktop/earning call analysis/PAYC/2021/Q4/,16795819008.0
304,304,PFE,Health Care,2022-02-08,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/08/pfizer-pfe-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/PFE/2021/Q4/,284404121600.0
305,305,SYY,Consumer Staples,2022-02-08,2022,Q2,https://www.fool.com/earnings/call-transcripts/2022/02/08/sysco-syy-q2-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/SYY/2022/Q2/,43339939840.0
306,306,TDG,Industrials,2022-02-08,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/02/08/transdigm-group-tdg-q1-2022-earnings-call-transcri/,/Users/gyf/Desktop/earning call analysis/TDG/2022/Q1/,30178605056.0
307,307,SPGI,Financials,2022-02-08,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/08/sp-global-spgi-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/SPGI/2021/Q4/,80821755904.0
308,308,DD,Materials,2022-02-08,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/08/dupont-de-nemours-inc-dd-q4-2021-earnings-call-tra/,/Users/gyf/Desktop/earning call analysis/DD/2021/Q4/,33226008576.0
309,309,CNC,Health Care,2022-02-08,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/08/centene-cnc-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/CNC/2021/Q4/,49434374144.0
310,310,FISV,Information Technology,2022-02-08,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/08/fiserv-fisv-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/FISV/2021/Q4/,63547330560.0
311,311,TTWO,Communication Services,2022-02-08,2022,Q3,https://www.fool.com/earnings/call-transcripts/2022/02/08/take-two-interactive-ttwo-q3-2022-earnings-call-tr/,/Users/gyf/Desktop/earning call analysis/TTWO/2022/Q3/,12695683072.0
312,312,SPG,Real Estate,2022-02-07,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/07/simon-property-group-spg-q4-2021-earnings-call-tra/,/Users/gyf/Desktop/earning call analysis/SPG/2021/Q4/,38405705728.0
313,313,HAS,Consumer Discretionary,2022-02-07,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/07/hasbro-has-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/HAS/2021/Q4/,12580766720.0
314,314,TSN,Consumer Staples,2022-02-07,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/02/07/tyson-foods-tsn-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/TSN/2022/Q1/,32964122624.0
315,315,ETN,Industrials,2022-02-04,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/04/eaton-etn-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/ETN/2021/Q4/,55397425152.0
316,316,RCL,Consumer Discretionary,2022-02-04,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/04/royal-caribbean-rcl-q4-2021-earnings-call-transcri/,/Users/gyf/Desktop/earning call analysis/RCL/2021/Q4/,15644106752.0
317,317,PRU,Financials,2022-02-04,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/04/prudential-financial-pru-q4-2021-earnings-call-tra/,/Users/gyf/Desktop/earning call analysis/PRU/2021/Q4/,38189338624.0
318,318,CPT,Real Estate,2022-02-04,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/04/camden-property-trust-cpt-q4-2021-earnings-call-tr/,/Users/gyf/Desktop/earning call analysis/CPT/2021/Q4/,14737829888.0
319,319,BMY,Health Care,2022-02-04,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/04/bristol-myers-squibb-bmy-q4-2021-earnings-call-tra/,/Users/gyf/Desktop/earning call analysis/BMY/2021/Q4/,170712530944.0
320,320,AON,Financials,2022-02-04,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/04/aon-aon-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/AON/2021/Q4/,61210431488.0
321,321,AMZN,Consumer Discretionary,2022-02-04,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/04/amazon-amzn-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/AMZN/2021/Q4/,1123946463232.0
322,322,NLOK,Information Technology,2022-02-04,2022,Q3,https://www.fool.com/earnings/call-transcripts/2022/02/04/nortonlifelock-nlok-q3-2022-earnings-call-transcri/,/Users/gyf/Desktop/earning call analysis/NLOK/2022/Q3/,13923934208.0
323,323,F,Consumer Discretionary,2022-02-04,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/04/ford-f-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/F/2021/Q4/,52150931456.0
324,324,MCHP,Information Technology,2022-02-04,2022,Q3,https://www.fool.com/earnings/call-transcripts/2022/02/04/microchip-technology-mchp-q3-2022-earnings-call-tr/,/Users/gyf/Desktop/earning call analysis/MCHP/2022/Q3/,36582641664.0
325,325,WEC,Utilities,2022-02-04,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/04/wec-energy-group-wec-q4-2021-earnings-call-transcr/,/Users/gyf/Desktop/earning call analysis/WEC/2021/Q4/,32417255424.0
326,326,MRK,Health Care,2022-02-04,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/04/merck-co-mrk-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/MRK/2021/Q4/,233194782720.0
327,327,SNA,Industrials,2022-02-04,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/04/snap-on-sna-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/SNA/2021/Q4/,11608528896.0
328,328,SWKS,Information Technology,2022-02-03,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/02/03/skyworks-solutions-swks-q1-2022-earnings-call-tran/,/Users/gyf/Desktop/earning call analysis/SWKS/2022/Q1/,16867820544.0
329,329,ITW,Industrials,2022-02-03,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/03/illinois-tool-works-itw-q4-2021-earnings-call-tran/,/Users/gyf/Desktop/earning call analysis/ITW/2021/Q4/,64995340288.0
330,330,PH,Industrials,2022-02-03,2022,Q2,https://www.fool.com/earnings/call-transcripts/2022/02/03/parker-hannifin-ph-q2-2022-earnings-call-transcrip/,/Users/gyf/Desktop/earning call analysis/PH/2022/Q2/,34107879424.0
331,331,COP,Energy,2022-02-03,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/03/conocophillips-cop-q4-2021-earnings-call-transcrip/,/Users/gyf/Desktop/earning call analysis/COP/2021/Q4/,139149230080.0
332,332,LLY,Health Care,2022-02-03,2021,Q4,https://www.fool.com/earnings/call-transcripts/2022/02/03/eli-lilly-and-company-lly-q4-2021-earnings-call-tr/,/Users/gyf/Desktop/earning call analysis/LLY/2021/Q4/,286384521216.0
333,333,WRK,Materials,2022-02-03,2022,Q1,https://www.fool.com/earnings/call-transcripts/2022/02/03/westrock-wrk-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/WRK/2022/Q1/,12183605248.0
