,Unnamed: 0,Ticker,Sector,Date,Year,Quarter,Earnings_url,Path,Forward_pe
476,476,DOCU,Information Technology,2021-12-06,2022,Q3,https://www.fool.com/earnings/call-transcripts/2021/12/06/docusign-docu-q3-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/DOCU/2022/Q3/,34.597675
477,477,KR,Consumer Staples,2021-12-03,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/12/03/kroger-kr-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/KR/2021/Q3/,15.654866
478,478,COO,Health Care,2021-12-03,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/12/03/the-cooper-companies-coo-q4-2021-earnings-call-tra/,/Users/gyf/Desktop/earning call analysis/COO/2021/Q4/,20.026333
479,479,MRVL,Information Technology,2021-12-03,2022,Q3,https://www.fool.com/earnings/call-transcripts/2021/12/03/marvell-technology-group-mrvl-q3-2022-earnings-cal/,/Users/gyf/Desktop/earning call analysis/MRVL/2022/Q3/,25.372145
480,480,ULTA,Consumer Discretionary,2021-12-03,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/12/03/ulta-beauty-ulta-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/ULTA/2021/Q3/,22.013409
481,481,DG,Consumer Discretionary,2021-12-02,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/12/02/dollar-general-corporation-dg-q3-2021-earnings-cal/,/Users/gyf/Desktop/earning call analysis/DG/2021/Q3/,20.846222
482,482,SPLK,Information Technology,2021-12-02,2022,Q3,https://www.fool.com/earnings/call-transcripts/2021/12/02/splunk-splk-q3-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/SPLK/2022/Q3/,-71.98507
483,483,CRWD,Information Technology,2021-12-02,2022,Q3,https://www.fool.com/earnings/call-transcripts/2021/12/02/crowdstrike-holdings-inc-crwd-q3-2022-earnings-cal/,/Users/gyf/Desktop/earning call analysis/CRWD/2022/Q3/,161.88889
484,484,OKTA,Information Technology,2021-12-02,2022,Q3,https://www.fool.com/earnings/call-transcripts/2021/12/02/okta-inc-okta-q3-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/OKTA/2022/Q3/,-182.7755
485,485,SNPS,Information Technology,2021-12-02,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/12/02/synopsys-inc-snps-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/SNPS/2021/Q4/,30.300442
486,486,ZS,Information Technology,2021-12-01,2022,Q1,https://www.fool.com/earnings/call-transcripts/2021/12/01/zscaler-inc-zs-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/ZS/2022/Q1/,151.31183
487,487,HPE,Information Technology,2021-12-01,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/12/01/hewlett-packard-enterprise-co-hpe-q4-2021-earnings/,/Users/gyf/Desktop/earning call analysis/HPE/2021/Q4/,7.3233943
488,488,CRM,Information Technology,2021-12-01,2022,Q3,https://www.fool.com/earnings/call-transcripts/2021/12/01/salesforcecom-crm-q3-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/CRM/2022/Q3/,34.813164
489,489,EQIX,Real Estate,2021-11-30,2021,FY,https://www.fool.com/earnings/call-transcripts/2021/11/30/equinix-inc-eqix-fy-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/EQIX/2021/FY/,84.04722
490,490,PWR,Industrials,2021-11-30,2021,FY,https://www.fool.com/earnings/call-transcripts/2021/11/30/quanta-services-inc-pwr-fy-2021-earnings-call-tran/,/Users/gyf/Desktop/earning call analysis/PWR/2021/FY/,18.385056
491,491,LYB,Materials,2021-11-30,2021,FY,https://www.fool.com/earnings/call-transcripts/2021/11/30/lyondellbasell-industries-nv-lyb-fy-2021-earnings/,/Users/gyf/Desktop/earning call analysis/LYB/2021/FY/,7.068376
492,492,PDD,Consumer Discretionary,2021-11-26,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/26/pinduoduo-inc-pdd-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/PDD/2021/Q3/,28.148148
493,493,DE,Industrials,2021-11-24,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/11/24/deere-co-de-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/DE/2021/Q4/,14.976911
494,494,ADSK,Information Technology,2021-11-24,2022,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/24/autodesk-adsk-q3-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/ADSK/2022/Q3/,28.150074
495,495,BBY,Consumer Discretionary,2021-11-23,2022,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/23/best-buy-bby-q3-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/BBY/2022/Q3/,9.232937
496,496,HPQ,Information Technology,2021-11-23,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/11/23/hp-inc-hpq-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/HPQ/2021/Q4/,8.553653
497,497,J,Industrials,2021-11-23,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/11/23/jacobs-engineering-group-inc-j-q4-2021-earnings-ca/,/Users/gyf/Desktop/earning call analysis/J/2021/Q4/,16.299269
498,498,SJM,Consumer Staples,2021-11-23,2022,Q2,https://www.fool.com/earnings/call-transcripts/2021/11/23/jm-smucker-sjm-q2-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/SJM/2022/Q2/,15.977852
499,499,ADI,Information Technology,2021-11-23,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/11/23/analog-devices-inc-adi-q4-2021-earnings-call-trans/,/Users/gyf/Desktop/earning call analysis/ADI/2021/Q4/,18.513514
500,500,DLTR,Consumer Discretionary,2021-11-23,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/23/dollar-tree-inc-dltr-q3-2021-earnings-call-transcr/,/Users/gyf/Desktop/earning call analysis/DLTR/2021/Q3/,21.650602
501,501,MDT,Health Care,2021-11-23,2022,Q2,https://www.fool.com/earnings/call-transcripts/2021/11/23/medtronic-plc-mdt-q2-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/MDT/2022/Q2/,16.844156
502,502,KEYS,Information Technology,2021-11-23,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/11/23/keysight-technologies-keys-q4-2021-earnings-call-t/,/Users/gyf/Desktop/earning call analysis/KEYS/2021/Q4/,18.032085
503,503,ZM,Information Technology,2021-11-23,2022,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/23/zoom-video-communications-zm-q3-2022-earnings-call/,/Users/gyf/Desktop/earning call analysis/ZM/2022/Q3/,20.525171
504,504,A,Health Care,2021-11-22,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/11/22/agilent-technologies-inc-a-q4-2021-earnings-call-t/,/Users/gyf/Desktop/earning call analysis/A/2021/Q4/,25.531916
505,505,AMAT,Information Technology,2021-11-19,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/11/19/applied-materials-amat-q4-2021-earnings-call-trans/,/Users/gyf/Desktop/earning call analysis/AMAT/2021/Q4/,12.518643
506,506,INTU,Information Technology,2021-11-18,2022,Q1,https://www.fool.com/earnings/call-transcripts/2021/11/18/intuit-inc-intu-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/INTU/2022/Q1/,26.318914
507,507,WDAY,Information Technology,2021-11-18,2022,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/18/workday-inc-wday-q3-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/WDAY/2022/Q3/,49.497192
508,508,ROST,Consumer Discretionary,2021-11-18,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/18/ross-stores-inc-rost-q3-2021-earnings-call-transcr/,/Users/gyf/Desktop/earning call analysis/ROST/2021/Q3/,17.099813
509,509,CPRT,Industrials,2021-11-18,2022,Q1,https://www.fool.com/earnings/call-transcripts/2021/11/18/copart-inc-cprt-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/CPRT/2022/Q1/,23.762447
510,510,JD,Consumer Discretionary,2021-11-18,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/18/jdcom-jd-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/JD/2021/Q3/,24.593304
511,511,CSCO,Information Technology,2021-11-18,2022,Q1,https://www.fool.com/earnings/call-transcripts/2021/11/18/cisco-systems-csco-q1-2022-earnings-call-transcrip/,/Users/gyf/Desktop/earning call analysis/CSCO/2022/Q1/,13.346468
512,512,NVDA,Information Technology,2021-11-18,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/18/nvidia-corporation-nvda-q3-2021-earnings-call-tran/,/Users/gyf/Desktop/earning call analysis/NVDA/2021/Q3/,33.255276
513,513,LOW,Consumer Discretionary,2021-11-18,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/18/lowes-low-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/LOW/2021/Q3/,15.141861
514,514,BIDU,Communication Services,2021-11-17,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/17/baidu-inc-bidu-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/BIDU/2021/Q3/,13.218122
515,515,TGT,Consumer Discretionary,2021-11-17,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/17/target-tgt-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/TGT/2021/Q3/,16.440956
516,516,TDG,Industrials,2021-11-17,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/11/17/transdigm-group-tdg-q4-2021-earnings-call-transcri/,/Users/gyf/Desktop/earning call analysis/TDG/2021/Q4/,25.94318
517,517,WMT,Consumer Staples,2021-11-16,2022,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/16/walmart-inc-wmt-q3-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/WMT/2022/Q3/,22.046131
518,518,NTES,Communication Services,2021-11-16,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/16/netease-ntes-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/NTES/2021/Q3/,19.25567
519,519,HD,Consumer Discretionary,2021-11-16,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/16/home-depot-hd-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/HD/2021/Q3/,18.287214
520,520,AAP,Consumer Discretionary,2021-11-16,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/16/advance-auto-parts-inc-aap-q3-2021-earnings-call-t/,/Users/gyf/Desktop/earning call analysis/AAP/2021/Q3/,16.353481
521,521,TSN,Consumer Staples,2021-11-15,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/11/15/tyson-foods-inc-tsn-q4-2021-earnings-call-transcri/,/Users/gyf/Desktop/earning call analysis/TSN/2021/Q4/,11.891076
522,522,TPR,Consumer Discretionary,2021-11-11,2022,Q1,https://www.fool.com/earnings/call-transcripts/2021/11/11/tapestry-inc-tpr-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/TPR/2022/Q1/,8.166667
523,523,ATO,Utilities,2021-11-11,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/11/11/atmos-energy-corporation-ato-q4-2021-earnings-call/,/Users/gyf/Desktop/earning call analysis/ATO/2021/Q4/,19.18506
524,524,DIS,Communication Services,2021-11-11,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/11/11/walt-disney-dis-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/DIS/2021/Q4/,20.783142
525,525,WYNN,Consumer Discretionary,2021-11-10,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/10/wynn-resorts-wynn-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/WYNN/2021/Q3/,-156.41463
526,526,IFF,Materials,2021-11-09,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/09/international-flavors-fragrances-inc-iff-q3-2021-e/,/Users/gyf/Desktop/earning call analysis/IFF/2021/Q3/,24.25709
527,527,SYY,Consumer Staples,2021-11-09,2022,Q1,https://www.fool.com/earnings/call-transcripts/2021/11/09/sysco-corporation-syy-q1-2022-earnings-call-transc/,/Users/gyf/Desktop/earning call analysis/SYY/2022/Q1/,20.057007
528,528,WRK,Materials,2021-11-09,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/11/09/westrock-wrk-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/WRK/2021/Q4/,9.011696
529,529,DHI,Consumer Discretionary,2021-11-09,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/11/09/dr-horton-inc-dhi-q4-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/DHI/2021/Q4/,4.453739
530,530,CAH,Health Care,2021-11-09,2022,Q2,https://www.fool.com/earnings/call-transcripts/2021/11/09/cardinal-health-inc-cah-q2-2022-earnings-call-tran/,/Users/gyf/Desktop/earning call analysis/CAH/2022/Q2/,9.081226
531,531,JKHY,Information Technology,2021-11-09,2022,Q1,https://www.fool.com/earnings/call-transcripts/2021/11/09/jack-henry-associates-jkhy-q1-2022-earnings-call-t/,/Users/gyf/Desktop/earning call analysis/JKHY/2022/Q1/,34.327183
532,532,PYPL,Information Technology,2021-11-09,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/09/paypal-holdings-pypl-q3-2021-earnings-call-transcr/,/Users/gyf/Desktop/earning call analysis/PYPL/2021/Q3/,14.713472
533,533,FOXA,Communication Services,2021-11-07,2022,Q1,https://www.fool.com/earnings/call-transcripts/2021/11/07/fox-corp-foxa-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/FOXA/2022/Q1/,9.47191
534,534,EXC,Utilities,2021-11-07,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/07/exelon-corporation-exc-q3-2021-earnings-call-trans/,/Users/gyf/Desktop/earning call analysis/EXC/2021/Q3/,14.147591
535,535,ZTS,Health Care,2021-11-07,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/07/zoetis-inc-zts-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/ZTS/2021/Q3/,31.865126
536,536,EXPE,Consumer Discretionary,2021-11-06,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/06/expedia-expe-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/EXPE/2021/Q3/,17.864492
537,537,HII,Industrials,2021-11-06,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/06/huntington-ingalls-industries-inc-hii-q3-2021-earn/,/Users/gyf/Desktop/earning call analysis/HII/2021/Q3/,14.024674
538,538,IR,Industrials,2021-11-06,2020,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/06/ingersoll-rand-plc-ir-q3-2020-earnings-call-transc/,/Users/gyf/Desktop/earning call analysis/IR/2020/Q3/,18.792208
539,539,OXY,Energy,2021-11-06,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/06/occidental-petroleum-oxy-q3-2021-earnings-call-tra/,/Users/gyf/Desktop/earning call analysis/OXY/2021/Q3/,23.424137
540,540,CRL,Health Care,2021-11-06,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/06/charles-river-laboratories-international-inc-crl-q/,/Users/gyf/Desktop/earning call analysis/CRL/2021/Q3/,20.193718
541,541,D,Utilities,2021-11-06,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/06/dominion-energy-inc-d-q3-2021-earnings-call-transc/,/Users/gyf/Desktop/earning call analysis/D/2021/Q3/,20.26029
542,542,EOG,Energy,2021-11-06,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/06/eog-resources-eog-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/EOG/2021/Q3/,12.813765
543,543,PKI,Health Care,2021-11-06,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/06/perkinelmer-inc-pki-q3-2021-earnings-call-transcri/,/Users/gyf/Desktop/earning call analysis/PKI/2021/Q3/,22.515339
544,544,SRE,Utilities,2021-11-05,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/05/sempra-energy-sre-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/SRE/2021/Q3/,19.050827
545,545,FANG,Energy,2021-11-05,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/05/diamondback-energy-inc-fang-q3-2021-earnings-call/,/Users/gyf/Desktop/earning call analysis/FANG/2021/Q3/,7.7150383
546,546,PNW,Utilities,2021-11-05,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/05/pinnacle-west-capital-corporation-pnw-q3-2021-earn/,/Users/gyf/Desktop/earning call analysis/PNW/2021/Q3/,18.796438
547,547,KIM,Real Estate,2021-11-05,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/05/kimco-realty-corporation-kim-q3-2021-earnings-call/,/Users/gyf/Desktop/earning call analysis/KIM/2021/Q3/,34.731342
548,548,JCI,Industrials,2021-11-05,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/05/johnson-controls-international-plc-jci-q3-2021-ear/,/Users/gyf/Desktop/earning call analysis/JCI/2021/Q3/,14.788571
549,549,REG,Real Estate,2021-11-05,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/05/regency-centers-corporation-reg-q3-2021-earnings-c/,/Users/gyf/Desktop/earning call analysis/REG/2021/Q3/,34.005
550,550,MELI,Consumer Discretionary,2021-11-05,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/05/mercadolibre-meli-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/MELI/2021/Q3/,89.88636
551,551,VTR,Real Estate,2021-11-05,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/05/ventas-inc-vtr-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/VTR/2021/Q3/,2783.0
552,552,PPL,Utilities,2021-11-05,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/05/ppl-ppl-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/PPL/2021/Q3/,17.9882
553,553,APA,Energy,2021-11-05,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/05/apache-apa-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/APA/2021/Q3/,0.0
554,554,WELL,Real Estate,2021-11-05,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/05/welltower-well-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/WELL/2021/Q3/,87.9703
555,555,LNT,Utilities,2021-11-05,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/05/alliant-energy-lnt-q3-2021-earnings-call-transcrip/,/Users/gyf/Desktop/earning call analysis/LNT/2021/Q3/,21.496351
556,556,AIG,Financials,2021-11-05,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/05/american-international-group-aig-q3-2021-earnings/,/Users/gyf/Desktop/earning call analysis/AIG/2021/Q3/,10.934701
557,557,HST,Real Estate,2021-11-05,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/05/host-hotels-resorts-hst-q3-2021-earnings-call-tran/,/Users/gyf/Desktop/earning call analysis/HST/2021/Q3/,77.53847
558,558,MCHP,Information Technology,2021-11-05,2022,Q2,https://www.fool.com/earnings/call-transcripts/2021/11/05/microchip-technology-mchp-q2-2022-earnings-call-tr/,/Users/gyf/Desktop/earning call analysis/MCHP/2022/Q2/,13.454175
559,559,DDOG,Information Technology,2021-11-05,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/05/datadog-inc-ddog-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/DDOG/2021/Q3/,168.60345
560,560,ABNB,Consumer Discretionary,2021-11-05,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/05/airbnb-inc-abnb-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/ABNB/2021/Q3/,123.268814
561,561,MSI,Information Technology,2021-11-05,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/05/motorola-solutions-inc-msi-q3-2021-earnings-call-t/,/Users/gyf/Desktop/earning call analysis/MSI/2021/Q3/,21.264675
562,562,FRT,Real Estate,2021-11-05,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/05/federal-realty-investment-trust-re-frt-q3-2021-ear/,/Users/gyf/Desktop/earning call analysis/FRT/2021/Q3/,50.650654
563,563,MTD,Health Care,2021-11-05,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/05/mettler-toledo-international-inc-mtd-q3-2021-earni/,/Users/gyf/Desktop/earning call analysis/MTD/2021/Q3/,33.174973
564,564,NWSA,Communication Services,2021-11-05,2022,Q1,https://www.fool.com/earnings/call-transcripts/2021/11/05/news-corp-nwsa-q1-2022-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/NWSA/2022/Q1/,17.174759
565,565,SWKS,Information Technology,2021-11-04,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/11/04/skyworks-solutions-swks-q4-2021-earnings-call-tran/,/Users/gyf/Desktop/earning call analysis/SWKS/2021/Q4/,7.944833
566,566,ALB,Materials,2021-11-04,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/04/albemarle-alb-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/ALB/2021/Q3/,38.069515
567,567,ILMN,Health Care,2021-11-04,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/04/illumina-inc-ilmn-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/ILMN/2021/Q3/,57.893295
568,568,FTNT,Information Technology,2021-11-04,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/04/fortinet-inc-ftnt-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/FTNT/2021/Q3/,59.895874
569,569,DUK,Utilities,2021-11-04,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/04/duke-energy-corporation-duk-q3-2021-earnings-call/,/Users/gyf/Desktop/earning call analysis/DUK/2021/Q3/,20.166363
570,570,MRNA,Health Care,2021-11-04,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/04/moderna-inc-mrna-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/MRNA/2021/Q3/,5.1439366
571,571,NLOK,Information Technology,2021-11-04,2022,Q2,https://www.fool.com/earnings/call-transcripts/2021/11/04/nortonlifelock-inc-nlok-q2-2022-earnings-call-tran/,/Users/gyf/Desktop/earning call analysis/NLOK/2022/Q2/,12.134518
572,572,LYV,Communication Services,2021-11-04,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/04/live-nation-entertainment-inc-lyv-q3-2021-earnings/,/Users/gyf/Desktop/earning call analysis/LYV/2021/Q3/,106.689026
573,573,MNST,Consumer Staples,2021-11-04,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/04/monster-beverage-corporation-mnst-q3-2021-earnings/,/Users/gyf/Desktop/earning call analysis/MNST/2021/Q3/,30.267006
574,574,DISH,Communication Services,2021-11-04,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/04/dish-network-corporation-dish-q3-2021-earnings-cal/,/Users/gyf/Desktop/earning call analysis/DISH/2021/Q3/,7.3772564
575,575,PH,Industrials,2021-11-04,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/04/parker-hannifin-corporation-ph-q3-2021-earnings-ca/,/Users/gyf/Desktop/earning call analysis/PH/2021/Q3/,13.59447
576,576,EPAM,Information Technology,2021-11-04,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/04/epam-systems-epam-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/EPAM/2021/Q3/,27.804832
577,577,SO,Utilities,2021-11-04,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/04/the-southern-company-so-q3-2021-earnings-call-tran/,/Users/gyf/Desktop/earning call analysis/SO/2021/Q3/,21.02825
578,578,ANSS,Information Technology,2021-11-04,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/04/ansys-inc-anss-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/ANSS/2021/Q3/,31.148615
579,579,APD,Materials,2021-11-04,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/04/air-products-chemicals-inc-apd-q3-2021-earnings-ca/,/Users/gyf/Desktop/earning call analysis/APD/2021/Q3/,19.790638
580,580,CTVA,Materials,2021-11-04,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/04/corteva-inc-ctva-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/CTVA/2021/Q3/,21.857143
581,581,PWR,Industrials,2021-11-04,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/04/quanta-services-inc-pwr-q3-2021-earnings-call-tran/,/Users/gyf/Desktop/earning call analysis/PWR/2021/Q3/,18.390804
582,582,PENN,Consumer Discretionary,2021-11-04,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/04/penn-national-gaming-penn-q3-2021-earnings-call-tr/,/Users/gyf/Desktop/earning call analysis/PENN/2021/Q3/,12.661702
583,583,VMC,Materials,2021-11-04,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/04/vulcan-materials-company-vmc-q3-2021-earnings-call/,/Users/gyf/Desktop/earning call analysis/VMC/2021/Q3/,25.418125
584,584,HWM,Industrials,2021-11-04,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/04/howmet-aerospace-inc-hwm-q3-2021-earnings-call-tra/,/Users/gyf/Desktop/earning call analysis/HWM/2021/Q3/,24.371428
585,585,ALL,Financials,2021-11-04,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/04/the-allstate-corporation-all-q3-2021-earnings-call/,/Users/gyf/Desktop/earning call analysis/ALL/2021/Q3/,11.993409
586,586,XRAY,Health Care,2021-11-04,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/04/dentsply-sirona-inc-xray-q3-2021-earnings-call-tra/,/Users/gyf/Desktop/earning call analysis/XRAY/2021/Q3/,12.015675
587,587,AEE,Utilities,2021-11-04,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/04/ameren-corp-aee-q3-2021-earnings-call-transcript/,/Users/gyf/Desktop/earning call analysis/AEE/2021/Q3/,22.997526
588,588,LNC,Financials,2021-11-04,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/04/lincoln-national-corp-lnc-q3-2021-earnings-call-tr/,/Users/gyf/Desktop/earning call analysis/LNC/2021/Q3/,4.7854576
589,589,CF,Materials,2021-11-04,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/04/cf-industries-holdings-inc-cf-q3-2021-earnings-cal/,/Users/gyf/Desktop/earning call analysis/CF/2021/Q3/,10.504902
590,590,REGN,Health Care,2021-11-04,2021,Q3,https://www.fool.com/earnings/call-transcripts/2021/11/04/regeneron-pharmaceuticals-inc-regn-q3-2021-earning/,/Users/gyf/Desktop/earning call analysis/REGN/2021/Q3/,13.680716
591,591,ABC,Health Care,2021-11-04,2021,Q4,https://www.fool.com/earnings/call-transcripts/2021/11/04/amerisourcebergen-corporation-abc-q4-2021-earnings/,/Users/gyf/Desktop/earning call analysis/ABC/2021/Q4/,13.3356285
