,Ticker,Sector,Date,Year,Quarter,Forward_pe,Trailing_pe,Trailing_eps,Market_cap,Target,svd_1,svd_2,svd_3,svd_4,f_k,g_f,d_c,spache,neg_vader,neu_vader,pos_vader,sent_TB,Litigious,Positive,WeakModal,Uncertainty,StrongModal,Negative,Constraining,Target_Class
382,RMD,11,2022-01-27,2,2.0,28.844574,57.63042,3.412,28694317056.0,-3.89968620048145,0.0207943420911562,-0.0193926047588282,-0.0070138636550139,0.0056896269171385,0.15926918983738336,0.18271174961093245,0.4575505710243382,0.0907286135179153,0.041,0.68,0.278,0.1260790082360479,0.35445044290049055,0.2903122884032263,-0.48561360921497276,0.5600781427923351,2.12462129537926,0.08298921141973663,1.1848854065299197,-1
383,WDC,9,2022-01-27,2,2.0,6.462138,12.115062,4.78,18039855104.0,-7.317976626193599,0.0215652882854031,-0.0165288063280676,-0.014076648349153,-0.0221799456245561,-0.631219515745856,-0.5515472561182216,-0.14840181684655676,-0.3491444322502347,0.067,0.699,0.234,0.043844376566416,-0.047067879343606754,0.3020819501921677,-0.6608118586079786,-0.27052886687717054,-0.1691227827399583,0.4394406701608954,0.5094487681433741,-1
384,NOC,5,2022-01-27,1,4.0,18.303856,16.194355,28.35,71206240256.0,1.6604781236964399,0.0261978067330878,-0.0030905943945036,0.0061570857736122,0.0178493839463396,-0.9657880134576209,-0.8854994416581605,0.14639496500181032,-0.4991567365965013,0.037,0.71,0.253,0.1229810606060606,0.40168789257626675,-0.12162587420972212,-0.13521711042896095,0.17672106140640945,0.08573767038439928,0.390274951713839,-0.27263576051473126,0
385,HCA,11,2022-01-27,1,4.0,11.400267,10.853939,19.533,65824907264.0,3.39086488961064,0.0251440722937599,0.0063820747822545,0.0095022246828756,-0.0048923783508693,-1.0361789783298982,-1.057067620615339,-0.30784678214561223,-1.0984099412819135,0.028,0.722,0.25,0.1156010452961671,-0.732010899642361,-1.251513405948095,-0.6608118586079786,-0.3024752903259977,-0.933704142113031,-1.2567766162625498,-0.8769738053869036,1
386,MSCI,8,2022-01-27,1,4.0,35.90942,48.538834,8.24,32507162624.0,3.32255557330991,0.0207511345678594,-0.0105350147039154,-0.0102477936376377,-0.0139862466563408,-0.16154783589880758,-0.06554702655876064,0.7042643718863387,0.03669177217905343,0.032,0.72,0.248,0.1089972527472527,0.11826319452160979,-0.1451651977876049,1.0911706353220805,0.17672106140640945,0.5954585766331144,-0.24887938809789398,-0.41483294754347766,1
387,VLO,10,2022-01-27,1,4.0,21.407345,0.0,-1.088,52241063936.0,-0.69529113379331,0.0213798936006704,0.0540241818017763,0.0093275514101676,-0.0037342122070406,-0.2346241734523818,-0.04642901576558795,0.570104494829968,0.6758870292174843,0.058,0.745,0.197,0.0626580086580086,-0.8501045238318014,-1.1691257734255054,-0.6608118586079786,-0.7177787951607506,-0.42398323586431585,-0.888033727909627,-0.4859315410578509,0
388,MO,4,2022-01-27,1,4.0,11.151139,35.97062,1.494,98719842304.0,0.27810764645228,0.0136099877559727,0.0004301323207279,0.003154515745786,0.0125921325114293,-0.3600544956379825,-0.16642044542500967,0.6073429637773388,-0.37362293773680155,0.023,0.716,0.261,0.1255018087972633,0.8504436644961402,-0.05100790347607382,0.21517938835705086,0.46423887244585377,0.08573767038439928,0.8081835585138183,-0.023790683214424988,0
389,LUV,5,2022-01-27,1,4.0,22.28866,0.0,-0.003,25559105536.0,0.25689073128335,0.0224354800241653,-0.0003270790896725,0.0299709120205948,-0.0222970155808058,-1.2321353079171147,-1.011862044711598,-1.8977695815671431,-1.3779892779167175,0.046,0.672,0.283,0.1487018657670833,-0.07068660418149483,0.4668572152373471,0.039981138964044954,0.9114888007294337,1.1051794828818295,1.041720721137336,1.149336109772733,0
390,DOW,2,2022-01-27,1,4.0,10.675549,8.830629,7.705,50278965248.0,-0.2326344116625,0.0251672637454445,0.0042466782223315,0.023562942695103,0.0319580131296999,0.3631134944021166,0.5369443339179004,1.2809199595253309,0.0070159806589646335,0.048,0.708,0.244,0.1591586479151247,-0.3068738525603756,0.33739093555899186,-0.8360101080009846,-0.36636813722365197,-0.1691227827399583,0.03382349297268024,0.7582938454436804,0
391,MA,9,2022-01-27,1,4.0,31.335709,40.52214,8.13,323978526720.0,9.12333069856985,0.0253349503003963,-0.0032080504439042,-0.02647737854861,-0.0175127913452339,-0.9322967874902905,-1.131869781433845,-0.18514847689292538,-0.8151059461705079,0.024,0.727,0.248,0.0775298730949415,0.25997554354893826,0.1608460087248711,-0.48561360921497276,0.1447746379575823,0.5954585766331144,0.5623549662785363,0.9004910324724268,1
392,TXT,5,2022-01-27,1,4.0,17.788733,18.545588,3.4,13906613248.0,0.03000246452903,0.022330242434692,0.0249545808410047,-0.0028044642649655,0.0072546485543813,-1.0008687353941792,-0.9469040709750378,0.8746131076413385,-0.1722223174689169,0.046,0.738,0.217,0.1079011998500187,-1.4169539199411152,-1.0867381409029155,-0.8360101080009846,-0.49415383101896054,-0.933704142113031,-0.9249080167449193,-0.4859315410578509,0
393,CCI,1,2022-01-27,1,4.0,53.28399,61.442,2.871,75933745152.0,5.30977732859054,0.0148283966285522,-0.0089805006452009,0.0074708753202499,-0.0107017741201175,-0.024490721678296988,0.3991528019226894,-0.10111612673397674,0.051270643012004936,0.031,0.685,0.284,0.0770123210123209,-0.5430611009392564,-0.8160359197572638,-0.3104153598219669,-0.3024752903259977,2.379481748503618,-0.752828002180222,0.08285720705713484,1
394,MKC,4,2022-01-27,1,4.0,32.55,35.781914,2.82,26985703424.0,0.03055642527893,0.0255289830753103,-0.0199857265450822,-0.0265615007007039,0.0625903290611819,-0.3438971671225552,-0.2696167143917747,0.6156139746778001,-0.35757309602976395,0.03,0.657,0.313,0.1408151983151983,0.4253066174141548,2.2087671600006717,-0.48561360921497276,0.17672106140640945,-0.6788436889886734,2.2339893934784536,0.6516459551721205,0
395,MMC,8,2022-01-27,1,4.0,23.637444,30.04537,5.29,80318701568.0,2.009372590404,0.0205266760934702,-0.0017340723184401,-0.0174458939557177,-0.0042640107440899,-0.9119660072211543,-0.5970027024643064,0.6560832631660518,-0.4819236799786634,0.04,0.671,0.288,0.1331426067713381,-0.37773002707403985,0.5374751859709954,0.3903776377500568,0.08088179105992803,1.1051794828818295,-0.015342225474376145,-0.41483294754347766,0
396,LRCX,9,2022-01-27,1,4.0,13.201091,16.34531,29.588,67931295744.0,1.0516886338643399,0.0240294107791505,0.0009662544608095,-0.0056086273765076,-0.01251411679401,-0.5778210208215541,-0.4216893158008785,-0.5469414548938436,-0.25955174340884773,0.055,0.733,0.212,0.0573653456700666,-0.18878022837093522,-0.545333698611612,0.21517938835705086,0.6239709896899894,-0.42398323586431585,-0.1505479512037812,0.08285720705713484,0
397,TSLA,3,2022-01-27,1,4.0,82.522835,234.95427,3.062,727455760384.0,2.08056935326878,0.0095304469560491,-0.0097101596476027,0.0448719775476107,-0.0245839352768461,-1.3241538035424576,-1.677463947033158,-1.9313474459649231,-1.4168780028562553,0.043,0.675,0.282,0.1077904751560667,2.1730922554178727,1.326042525830068,7.047911114684281,3.6908276407773952,1.3600399360061872,1.926703653184351,3.0689981346608097,0
398,EW,11,2022-01-27,1,4.0,37.302326,41.304302,2.325,59892363264.0,2.8540640331886102,0.0217981287858598,-0.0054604043462216,-0.0032525143594624,0.0332207228075254,-0.4229064913314818,-0.19729160881875168,0.8629263291257504,-0.18348024425823004,0.039,0.649,0.312,0.1231114342833093,-0.11792405385727099,0.2667729648253436,-0.13521711042896095,-0.11079674963303483,-0.42398323586431585,0.11986350025502891,0.15395580057150804,0
399,NOW,9,2022-01-27,1,4.0,59.968147,396.8286,1.091,86785146880.0,6.12646626546096,0.0265417081365827,-0.0434550796525239,0.004570281097329,-0.0217461595175926,-1.422934057286568,-1.3855467813218234,-0.5794748233344069,-1.4347444161543568,0.017,0.694,0.289,0.1978917638483963,0.00016957033216940192,-0.015698918109249664,-0.48561360921497276,-0.813618065507232,0.5954585766331144,-0.4086679730508272,0.3317022843574411,1
400,VRTX,11,2022-01-27,1,4.0,18.955225,30.466537,8.338,64623230976.0,6.4849719448758005,0.0141756107472556,-0.0155692226905161,0.0137677747181475,0.0027807456046148,-0.5548703049654394,-0.3627912106616884,1.3038266686495137,-0.14528658049018198,0.03,0.761,0.21,0.1042845351794767,-0.8501045238318014,-0.2864011392549015,0.039981138964044954,-0.014957479286553407,-0.6788436889886734,-0.7282451429566937,-0.4859315410578509,1
401,STX,9,2022-01-27,2,2.0,8.919181,12.153054,6.795,18440939520.0,3.2214470756747096,0.0259390141355289,-0.0153384371844045,-0.0032026777498701,-0.0198154615794236,0.17688494525528012,0.18765164172103657,0.613515849755967,0.3255353984021672,0.046,0.701,0.253,0.1386594979943604,-0.2832551277224875,-0.5100247132447878,1.0911706353220805,-0.142743173081862,0.34059812350875684,0.41485781093736723,1.0426882195011733,1
402,KMB,4,2022-01-27,1,4.0,20.589645,23.622917,5.882,46780088320.0,1.0474268883889601,0.0163894544416973,-0.0108017067276115,0.0153807367845618,0.0198876503654666,-1.0492285396593601,-1.1197741420420677,-0.9160106094975882,-1.3512713971548096,0.023,0.574,0.403,0.2400494159928122,-1.7239973428336604,-1.557524612460571,-0.8360101080009846,-1.4206001110349478,-0.933704142113031,-1.8098909487919341,-1.5524104437734492,0
403,INTC,9,2022-01-27,1,4.0,11.668919,8.364211,5.158,175206367232.0,-0.66597232030215,0.0254648928667614,-0.0426991615702016,0.0057456761966062,-0.0353915546563401,-0.46515057666532517,-0.4951169692795474,-0.11790536965783097,-0.49678276116799996,0.032,0.709,0.259,0.1721834314250044,-0.424967476749816,0.678711127438292,-0.13521711042896095,-0.17468959653068913,1.8697608422549024,-0.07679937353319663,1.0071389227439866,0
404,APH,9,2022-01-26,1,4.0,26.022472,29.184872,2.38,41586868224.0,-1.7160042198528898,0.0275578515718221,0.0031407345092489,-0.0088299647146155,0.044582237186065,0.5009788847398914,0.5872369907268707,-0.19955611909663362,0.1565410376773797,0.018,0.697,0.284,0.1887737964846397,0.07102574484583364,1.5496660998199543,-0.8360101080009846,0.6878638365876437,0.08573767038439928,0.5500635366667723,-0.0948892767287982,0
405,T,6,2022-01-26,1,4.0,6.3130836,156.9504,0.129,144819486720.0,-0.5360780038378701,0.0234744816059979,-0.0023453665060255,0.0063199254454893,-0.0161899515228541,-0.8843657974527762,-0.9346016298710128,-0.5322942062516474,-0.815024668899768,0.029,0.682,0.289,0.20160734531908,-0.4013487519119279,-0.30994046283278426,-0.48561360921497276,-0.589993101365442,0.34059812350875684,-0.38408511382729904,0.01175861354276162,0
406,NSC,5,2022-01-26,1,4.0,17.981806,21.250538,11.619,60164616192.0,0.26762860051668996,0.0274403365750888,-0.0023405138616538,0.0064488568281651,0.00326815706536,-0.7308154472322638,-0.5445309016660983,-0.7102572993423629,-0.5164558613019379,0.034,0.652,0.314,0.127899428279175,0.047407020007945555,0.7375594363829989,-0.13521711042896095,-0.4622074075701334,-0.42398323586431585,0.5254806774432441,0.9004910324724268,0
407,BA,5,2022-01-26,1,4.0,26.350082,0.0,-14.511,72904065024.0,-2.3266609219412397,0.0207030015569931,0.0025319342443633,0.0280155795794889,-0.0130664900623863,-1.4246129572546486,-1.1903613981078576,-1.493725716930715,-1.5580575849830591,0.057,0.698,0.244,0.1268046357615893,1.0630121880371328,0.40800890629264014,0.21517938835705086,0.528131719343508,-0.1691227827399583,0.8819321361844029,1.789223451402092,0
408,LVS,3,2022-01-26,1,4.0,35.887096,0.0,-1.499,25494345728.0,-4.623746940655081,0.0084852056480074,0.0019146483233238,0.0203140385041926,-0.0067907621380961,-1.349172355131136,-1.6106833842659187,-0.7666689781694849,-1.7021557373081426,0.018,0.659,0.323,0.2464840714840714,-1.8184722421852126,-1.5810639360384537,-0.6608118586079786,-1.484492957932602,-0.933704142113031,-1.662393793450765,-1.6946076308021956,-1
409,ROL,5,2022-01-26,1,4.0,45.802635,49.257427,0.707,17128225792.0,-2.45791727553043,0.0234908718234049,-0.0029627823579765,0.0011369342418881,-0.0007424713621329,-1.2764117258848164,-0.9985703920550648,-0.981407237140332,-0.9726676335056327,0.038,0.702,0.259,0.1418681692000077,0.00016957033216940192,-0.38055843356643254,-0.13521711042896095,-0.4622074075701334,0.08573767038439928,-0.17513081042730938,-0.1659878702431714,0
410,GLW,9,2022-01-26,1,4.0,15.1702585,35.014942,1.004,30039961600.0,3.3639134514833,0.0228761974952377,-0.0149937523117555,0.0077707327190574,0.0222653793422787,-1.2160577683957725,-1.324391715977896,-0.6322686673265503,-1.279179917767329,0.033,0.68,0.286,0.1557911374578041,0.4253066174141548,1.902755953488196,0.7407741365360686,-0.3344217137748248,0.850319029757472,0.51318924783148,1.2204347032871063,1
411,ANTM,11,2022-01-26,1,4.0,17.298933,22.260212,22.228,118997139456.0,1.7248585773383798,0.025042834218014,-0.0106133893917593,-0.0080324027744158,0.0054154195095212,0.6992659058862637,0.8325905504755726,0.2504925916415719,0.6845305202487757,0.032,0.649,0.318,0.0655964661815725,-0.0943053290193829,0.17261567051381246,-0.13521711042896095,0.9114888007294337,-0.6788436889886734,0.29194351481972625,0.5449980649005607,0
412,ABT,11,2022-01-26,1,4.0,22.989494,27.203472,4.03,192095633408.0,0.30815586534725,0.025117678081966,-0.0144577496297256,-0.0088145945589266,0.0516580854030022,-0.28686185231723865,-0.42272413069286185,0.019113008300993713,-0.2519946311973142,0.042,0.719,0.239,0.0896142958244868,-1.1335292218864583,-0.9219628758577362,0.21517938835705086,-0.014957479286553407,-0.42398323586431585,-0.9986565944155038,-1.1258188826872098,0
413,GD,5,2022-01-26,1,4.0,18.25502,19.518536,11.652,63261196288.0,1.89342422285874,0.0291120557396982,0.008016282347737,-0.0086941184925853,-0.0108675557307349,-1.5756300048494114,-1.5193557731600558,-0.9862114075690633,-1.2386652503755793,0.048,0.712,0.24,0.1823149129781784,-0.18878022837093522,0.05491905262439864,-0.13521711042896095,0.2086674848552366,-0.42398323586431585,-0.07679937353319663,0.6516459551721205,0
414,MSFT,9,2022-01-26,2,2.0,24.875711,29.295221,8.939,1955766337536.0,1.05490376898426,0.0251179710160193,-0.053610772423546,-0.0218227448854714,-0.0428297411242711,-0.3632363221673247,-0.38258779960539674,0.012808773653668261,-0.41938076289892856,0.04,0.691,0.269,0.073050733280325,1.393674335767566,1.3142728640411268,0.039981138964044954,1.1031673414223966,-0.6788436889886734,1.5948350536667204,1.5403783741017858,0
415,COF,8,2022-01-26,1,4.0,5.921802,4.2690454,26.739,44796022784.0,-2.2222231582725,0.024114538832107,0.0301771877309477,-0.0564822102827783,-0.0237233686181523,-1.474813055508128,-1.4107499110501722,-0.9111536542113444,-1.248026902231271,0.019,0.715,0.265,0.1149326449947567,-0.7792483493181371,-0.6747999782899672,-0.6608118586079786,-0.6858323717119235,-0.933704142113031,-0.6176222764508168,-0.841424508629717,0
416,FFIV,9,2022-01-26,2,1.0,12.650227,31.250937,5.34,10105476096.0,-0.18766599461883998,0.0273484582108656,-0.0473987435312285,-0.01269098515637,-0.0314007782246304,-1.0005666878449233,-0.8741165740173082,0.39793607869489617,-0.7817331915960701,0.062,0.699,0.239,0.0685288079617975,-0.0943053290193829,-0.486485389666905,-0.8360101080009846,0.016988944162273735,-0.42398323586431585,-0.4578336914978836,0.4383501746290009,0
417,LMT,5,2022-01-25,1,4.0,16.698439,20.219725,21.709,116448428032.0,1.05121178435485,0.023108266078503,0.0057138240792871,0.0188337941214084,0.002927642817601,0.28311600335187587,0.4938465042885566,0.5806893994056423,0.29366907101594586,0.022,0.705,0.274,0.1274530612244898,0.14188191935949787,-0.38055843356643254,-0.3104153598219669,-0.17468959653068913,-0.6788436889886734,-0.8511594390743347,-0.8058752118725303,0
418,AXP,8,2022-01-25,1,4.0,16.163393,16.334482,9.573,117801164800.0,1.2766487817429,0.0269581138240179,-0.0160314209654606,-0.0290338332177213,-0.0190188081827994,-0.5826211617780869,-0.3584693799532563,-0.8564071833500317,-0.4974979060014931,0.009,0.681,0.31,0.1307352672869914,0.14188191935949787,0.5492448477599368,0.21517938835705086,-0.20663601997951628,0.08573767038439928,0.9802635730785156,0.2606036908430679,0
419,MMM,5,2022-01-25,1,4.0,14.455158,14.847196,10.111,85643378688.0,-2.56114932272931,0.0299066583882217,-0.0205912093053872,0.0006444973191422,0.0344947038918575,-0.21565147957031733,-0.060962938842551724,0.07058327703535025,-0.38269034701550736,0.029,0.679,0.292,0.1273362919547984,1.0630121880371328,1.1612672607848886,0.3903776377500568,-0.20663601997951628,0.08573767038439928,1.5087950463843718,0.15395580057150804,0
420,ADM,4,2022-01-25,1,4.0,18.230125,18.818573,4.63,49056882688.0,5.70424709640565,0.0234400832584278,0.0045804658450597,-0.0011952306498807,0.0152428314921842,-0.24952438974827282,-0.008136421970636442,0.437631396108238,-0.09110831872060936,0.042,0.657,0.301,0.1627923852104179,-0.9918168728591299,-0.2510921538880773,-0.48561360921497276,-0.3024752903259977,-0.42398323586431585,-0.6176222764508168,-0.5570301345722241,1
421,JNJ,11,2022-01-25,1,4.0,17.162813,26.596922,6.691,468599701504.0,0.44741393435161003,0.0249759166296095,-0.0147392458840347,-0.0114049420889794,0.0422476512566986,0.24269674204719,0.5064893551887193,1.1181870114709889,0.1761303890096724,0.027,0.693,0.281,0.1004619601136777,1.370055610929678,2.0793008803223167,0.9159723859290745,2.1893457386825195,1.8697608422549024,3.266469480866638,0.6871952519293072,0
422,RTX,5,2022-01-25,1,4.0,18.56914,42.02727,2.2,138422222848.0,-1.47269874611307,0.0254368909157433,0.002484007101629,0.0006165657991903,0.0347319727424013,-0.5462157773068219,-0.44063328897410986,0.03505607573715348,-0.2585899842787589,0.047,0.733,0.22,0.1192568778353091,0.35445044290049055,-0.22755283031019458,-0.3104153598219669,-0.5580466779166149,-0.1691227827399583,0.6361035439491209,0.616096658414934,0
423,NEE,7,2022-01-25,1,4.0,25.62956,114.128654,0.614,137585262592.0,-3.2756313374897696,0.0205281936036916,0.0233941627279877,0.059060629958015,-0.0041334101501114,0.993289394502115,1.1537330617369363,0.9660783598738661,0.96254097853792,0.014,0.648,0.338,0.1035763692828911,1.7715739331737752,2.856098558392448,3.0183513786451455,4.1061311456121485,3.1440631078766903,1.041720721137336,1.5759276708589725,-1
424,GE,5,2022-01-25,1,4.0,18.811083,0.0,-0.419,82142248960.0,-1.96465909728461,0.0277265119858143,-0.0088681079053576,0.0201480645209781,0.0066387027382662,-1.0703431152360396,-1.0401304509837734,-0.7132925511469134,-1.017303233977088,0.046,0.676,0.278,0.1234450732622669,2.1258548057420965,2.2911547925232614,-0.3104153598219669,1.7420958103989395,0.850319029757472,3.438549495431335,3.033448837903623,0
425,ZION,8,2022-01-25,1,4.0,11.4707155,7.469624,7.078,8011432448.0,1.08302279625787,0.0256459079451372,0.0563879752789261,-0.0461440016580578,-0.0262149178219583,-0.5954241663118554,-0.38124366192190173,-0.6971387884882692,-0.3612523661920739,0.044,0.681,0.275,0.0801871930312297,0.779587489982476,0.2903122884032263,0.7407741365360686,0.3364531786505452,-0.6788436889886734,1.3858807502667307,-0.34373435402910446,0
426,IBM,9,2022-01-25,1,4.0,13.158252,25.599092,5.283,121030090752.0,-1.35195555779784,0.0221030023840878,-0.0451895890639825,-0.0146885333983541,-0.0509996045408921,-1.2392718293432792,-1.1329185133971844,-0.21813363109774353,-1.1048259859808025,0.026,0.692,0.282,0.1181781746031746,0.18911936903527402,0.7257897745940575,0.7407741365360686,-0.5580466779166149,-0.6788436889886734,0.6852692623961774,0.3317022843574411,0
427,HAL,10,2022-01-24,1,4.0,22.170588,84.351234,0.447,33629509632.0,6.99545291824339,0.0239741933798355,0.0071819749889665,0.0229139757209931,0.0065660420915345,-0.2305652149165378,-0.3601152731582657,-0.000683505935504801,-0.5728363164127479,0.029,0.684,0.287,0.1079442132840191,0.5906376912793714,0.9023347014281783,-0.48561360921497276,0.3364531786505452,0.5954585766331144,0.30423494443149035,0.7938431422008669,1
428,SLB,10,2022-01-21,1,4.0,25.93865,36.284363,1.164,59106828288.0,0.66006012029935,0.0267897574504095,-0.0110716958990885,0.0069732409394542,0.0005711891848032,-0.09190244049143825,-0.022244621740532208,0.29108547148103775,-0.24464477154320416,0.031,0.664,0.305,0.1293205705705706,-0.4958236512634802,-0.2040135067323118,-0.6608118586079786,-0.6538859482630963,-0.42398323586431585,-0.9003251575213911,-0.45038224430066426,0
429,HBAN,8,2022-01-21,1,4.0,9.269784,14.455494,0.892,18579685376.0,3.03030322067998,0.0278727855473948,0.0490818043752916,-0.0631283562346222,-0.0285130435574988,-0.810822431635749,-0.5213228251764885,-0.06072361619725913,-0.607086656044046,0.027,0.692,0.281,0.0546855398003356,-0.7792483493181371,-0.5335640368226705,-0.8360101080009846,-0.6858323717119235,-0.933704142113031,-0.07679937353319663,-0.5214808378150375,1
430,PPG,2,2022-01-21,1,4.0,14.695742,20.25458,5.951,28599697408.0,0.18740679581119,0.0241050699716805,0.0073938268164681,0.0089320016374909,0.0461319811794308,0.09441954668638636,0.36403117552370756,-0.10855481814269259,-0.39453597823417813,0.052,0.703,0.246,0.1265056427195155,-1.1807666715622345,-0.7336482872346741,-0.8360101080009846,-1.005296606200195,-0.42398323586431585,-0.5930394172272887,-0.841424508629717,0
431,NFLX,6,2022-01-21,1,4.0,14.268908,16.788387,11.091,82614976512.0,-2.6037751203812802,0.0128508061373156,-0.0240750345657564,0.0393025025669298,-0.0411578847666965,-1.819450623571557,-1.954349668025655,-3.2294321623861872,-1.8808403249920822,0.023,0.662,0.315,0.1854827404786619,1.2755807115781257,1.3613515111968923,4.244739124396187,4.20197041595863,3.1440631078766903,1.2875493133726181,1.0071389227439866,0
432,SIVB,8,2022-01-21,1,4.0,14.629065,13.244209,32.595,25361760256.0,-2.01973318941839,0.012245629756358,0.0080940852840871,0.0020762874606754,-0.0166792862346337,-1.1201324899446288,-1.3619660646170955,-1.313459814090145,-1.3137510728349464,0.033,0.61,0.357,0.1964756258234519,-1.8420909670231007,-1.8635358189730469,-0.8360101080009846,-1.4206001110349478,-0.933704142113031,-1.9450966745213392,-1.6946076308021956,0
433,ISRG,11,2022-01-21,1,4.0,39.447937,47.233723,4.638,78801829888.0,0.90899425597424,0.0221669457055997,-0.0061866948257355,-0.0049685350208749,0.0030159798503681,0.03545542076982694,0.11286666631021197,1.1197901781053803,0.3236992021061924,0.058,0.736,0.206,0.0425909141600008,0.4253066174141548,0.5727841713378196,0.21517938835705086,1.199006611768878,-0.933704142113031,0.4886063886079518,1.5048290773445991,0
434,RF,8,2022-01-20,1,4.0,9.524155,7.386662,2.669,18798739456.0,-1.42729569016627,0.0250815728769222,0.045120621397611,-0.0543377781258837,-0.0232533304495348,-0.5508022929769552,-0.5377994915861318,0.09922661820518289,-0.2687406249918312,0.029,0.7,0.271,0.0829907664589744,-0.8501045238318014,-0.545333698611612,-0.3104153598219669,-0.20663601997951628,0.08573767038439928,-0.29804510654495037,-0.20153716700035804,0
435,MTB,8,2022-01-20,1,4.0,14.095013,11.739567,13.946,21086324736.0,-3.75113030610955,0.0261790764612365,0.0696342634798573,-0.0530575771222531,-0.023383665498542,-1.003744392581843,-0.8932526622010373,-0.30689564732066027,-0.2299793690147524,0.039,0.716,0.245,-0.0039169602327496,-0.3068738525603756,-0.545333698611612,-0.13521711042896095,0.4322924489970266,-0.42398323586431585,0.09528064103150072,0.08285720705713484,-1
436,AAL,5,2022-01-20,1,4.0,-150.63547,0.0,-5.184,10716355584.0,-2.74463595190522,0.0213814237324913,0.0090199007328941,0.0290657427411469,-0.0235088067610411,-1.1131760662602834,-0.9718743030521704,-1.7278050733875805,-1.327276295565433,0.067,0.675,0.258,0.1515270562770564,0.11826319452160979,0.34916059734793325,0.21517938835705086,0.4003460255481995,3.398923561001048,-0.12596509198025302,0.8293924389580536,0
437,FITB,8,2022-01-20,1,4.0,10.647761,9.854892,3.618,24358637568.0,-3.3890992118337704,0.0275845448286589,0.0467416394567704,-0.0620427265804677,-0.0253467471300903,0.041450570828474205,0.44557813170425903,1.1529665248691,0.31682112729830497,0.053,0.692,0.255,0.0631615996229176,0.25997554354893826,0.7022504510161748,-0.3104153598219669,0.751756683485298,0.5954585766331144,1.1400521580314489,1.327082593558666,-1
438,KEY,8,2022-01-20,1,4.0,9.130542,7.216595,2.567,17252505600.0,-1.35295764661253,0.0301275407544505,0.0460326282774066,-0.0608121713698054,-0.017022502296997,-1.565143332030888,-1.264982029202972,-0.8567555044429686,-1.241242913198062,0.027,0.708,0.265,0.0884174799559414,-1.1807666715622345,-0.9808111848024431,-0.8360101080009846,-0.9733501827513678,-0.933704142113031,-0.5684565580037605,-0.5570301345722241,0
439,KMI,10,2022-01-20,1,4.0,18.839808,25.253906,0.768,43965464576.0,-0.34423100913293997,0.0230405308505211,0.0284721815550923,0.0324891650418445,-0.007575263904821,-1.23872075824868,-1.102810823550787,-1.2260066081648282,-0.8064123262979199,0.061,0.701,0.238,0.1113925575366254,-0.7792483493181371,-0.8278055815462051,-0.48561360921497276,-0.04690390273538055,0.08573767038439928,-0.4455422618861195,-0.8769738053869036,0
440,PLD,1,2022-01-20,1,4.0,54.52814,47.6267,2.644,92593307648.0,0.8368971657200099,0.0237622624858323,0.0040698549907614,0.0042286004545751,-0.0088782018739334,-1.2101229686264243,-1.1776074566002994,0.08749400477074847,-0.7354567291463127,0.031,0.683,0.286,0.1599999999999999,-1.2516228460758987,-0.9808111848024431,-0.48561360921497276,-0.7816716420584049,0.34059812350875684,-1.2936509050978422,-0.4859315410578509,0
441,BAC,8,2022-01-19,1,4.0,11.025316,10.417665,3.34,284887842816.0,-1.48578520050202,0.0331203647188476,0.0202328214785758,-0.0569776449754393,-0.0323547942894309,-1.6653749961041358,-1.5438300090845523,-1.6589944892013113,-1.3369315367793393,0.023,0.708,0.269,0.1247269817017715,1.7951926580116633,0.6904807892272333,0.039981138964044954,0.8156495303829523,0.34059812350875684,1.398172179878495,0.5094487681433741,0
442,UNH,11,2022-01-19,1,4.0,22.639723,30.373037,16.111,460772343808.0,0.10378167381516,0.0194612212644878,-0.0223672981947411,0.0134699702512907,-0.0034446246320101,-0.0759337043544278,-0.03894300475595467,-0.6433436681245561,-0.673942246084847,0.017,0.663,0.32,0.1137963683023563,-0.7792483493181371,-0.7336482872346741,-0.3104153598219669,-0.3024752903259977,-0.42398323586431585,-1.2936509050978422,-0.1304385734859848,0
443,CFG,8,2022-01-19,1,4.0,9.35468,7.6194777,4.98,16191338496.0,-4.04709480912057,0.0266778406596802,0.0326238866777107,-0.0447472889458924,-0.0267428335408912,-1.024797818855235,-0.7922435092707123,-1.0511135548662074,-0.8534720031237846,0.035,0.63,0.336,0.1601129724059171,0.3072129932247144,1.043570642895475,-0.13521711042896095,-0.3024752903259977,-0.42398323586431585,0.5869378255020645,0.7938431422008669,-1
444,JBHT,5,2022-01-19,1,4.0,21.232273,27.549206,6.3,18217828352.0,-0.11960640003747,0.0226762813607509,-0.0123758838794074,0.0249640525207817,-0.0057458414023795,0.15100556702483894,0.4120750677578529,-0.9629160639986888,-0.3665410790521032,0.028,0.69,0.281,0.1246164269614682,-0.25963640288459944,0.3609302591368746,0.039981138964044954,0.5920245662411623,-0.42398323586431585,0.5500635366667723,0.2606036908430679,0
445,SBNY,8,2022-01-18,1,4.0,10.893974,13.420525,13.954,11334013952.0,-1.20045526699748,0.0225925297655745,0.0449057245881674,-0.0553534122797795,-0.0315360368021643,-1.4709874771645686,-1.2140516635578773,-0.8569938893996795,-0.7638878893897997,0.037,0.702,0.261,0.0776903416733924,0.07102574484583364,-0.6630303165010257,0.5655758871430627,-0.3983145606724791,-0.42398323586431585,-0.5192908395567041,-0.8769738053869036,0
