,Ticker,Sector,Date,Year,Quarter,Forward_pe,Trailing_pe,Trailing_eps,Market_cap,Target,svd_1,svd_2,svd_3,svd_4,f_k,g_f,d_c,spache,neg_vader,neu_vader,pos_vader,sent_TB,Litigious,Positive,WeakModal,Uncertainty,StrongModal,Negative,Constraining,Target_Class
10,SPG,1,2022-05-10,2,1.0,20.156357,18.94771,6.177,43933540352.0,-5.08944114732971,0.0222734978777213,0.0261059252213412,0.0116361439347316,-0.0141693889338312,-0.6629202848453994,-0.37313714103662166,-0.47934964670771635,-0.32261831893752146,0.034,0.689,0.277,0.1715063795853269,-1.4405726447790033,-1.310361714892802,-0.8360101080009846,-1.2928144172396392,-0.42398323586431585,-1.6009366453919445,-1.196917476201583,-1
11,MCHP,9,2022-05-09,2,4.0,11.525306,57.804024,1.143,36656484352.0,6.12657843411742,0.0272292131683096,0.0189430241795534,-0.0119954849304592,0.0019432425216039,-0.5268608179241944,-0.28299756304335366,-0.6216626425766988,-0.012689236799292188,0.066,0.741,0.193,0.1326326530612245,-0.6611547251286968,-0.22755283031019458,0.21517938835705086,-0.49415383101896054,0.08573767038439928,-0.50699940994494,0.15395580057150804,1
12,EOG,10,2022-05-06,2,1.0,9.074141,24.424524,5.187,74010697728.0,-10.80018049270816,0.016270196756377,0.0147829812084336,0.0445289856271138,-0.0016291104102941,-0.4314365678736288,0.025993808655575313,-0.19029054005338045,-0.23192501172735833,0.029,0.673,0.298,0.1404477937964176,0.00016957033216940192,-0.40409775714431534,-0.3104153598219669,-0.6538859482630963,1.1051794828818295,-0.752828002180222,-0.6992273216009706,-1
13,D,7,2022-05-06,2,1.0,19.079727,26.378113,3.171,67903299584.0,-0.29754821469709003,0.0187871609434528,0.0198862601552728,0.066654898575608,-0.0046584441786152,-0.1490383025642355,0.15526312492056685,-0.25322401814192336,-0.28973508582519886,0.02,0.758,0.222,0.0469542683383513,1.133868362550797,-0.2040135067323118,0.5655758871430627,0.6239709896899894,-0.6788436889886734,0.4763149589961877,0.8293924389580536,0
14,CI,11,2022-05-06,2,1.0,10.604523,11.108752,24.027,84550074368.0,-2.05694655673325,0.0271796425243189,-0.0050998337997091,-0.0017452955256525,0.0122877918105205,-0.21767050750996253,0.14780574828164567,-0.2299140376670257,-0.39999174724718156,0.033,0.67,0.296,0.1574663583272074,-0.7792483493181371,0.06668871441334003,-0.48561360921497276,-0.3344217137748248,-0.42398323586431585,-0.4086679730508272,-0.5570301345722241,0
15,DVA,11,2022-05-06,2,1.0,9.652844,11.679318,8.563,9450540032.0,1.36946743846855,0.0216789929152975,2.561317740227377e-05,0.0018647678661438,0.0024804493405216,-0.4828377845969041,-0.45648447644215057,-0.46519453320866133,-0.4751537790673446,0.048,0.682,0.27,0.1233683287515403,-1.2043853964001225,-1.2397437441591537,-0.3104153598219669,-0.014957479286553407,-0.933704142113031,-0.6790794245096373,-0.6281287280865974,0
16,PPL,7,2022-05-06,2,1.0,17.460844,0.0,-1.724,21326467072.0,-1.5052980964751699,0.0144247278889839,0.0214019324894912,0.0540952567057979,-0.0003005097190334,-0.027149705899597223,-0.054931563615892715,0.7860726519387504,-0.1257208118669583,0.018,0.679,0.302,0.138421907040328,0.047407020007945555,-0.6159516693452602,-0.13521711042896095,-0.589993101365442,-0.1691227827399583,-0.8019937206272783,-0.9125231021440902,0
17,VRTX,11,2022-05-06,2,1.0,16.665573,30.474934,8.338,65005502464.0,-7.4469298423777195,0.0141065727920286,-0.0156897923188143,0.014758933667079,0.0019545203481631,-0.16968093476023693,0.06906966312904575,0.9866620316256784,0.06215681895563643,0.054,0.717,0.229,0.1230550187989634,-0.424967476749816,0.11376736156910555,0.5655758871430627,-0.014957479286553407,-0.42398323586431585,0.10757207064326482,-0.0948892767287982,-1
18,NLOK,9,2022-05-06,2,4.0,12.149746,16.0127,1.496,13923934208.0,-0.5263200975697501,0.0237803044419762,-0.0414894780935752,-0.0061183796670156,-0.0123173072491375,-0.6561681491699114,-0.3573650310332266,-0.45652474407950244,-0.8813198142616482,0.018,0.708,0.274,0.0833054073902288,-0.07068660418149483,-0.12162587420972212,-0.13521711042896095,-0.07885032618420769,0.34059812350875684,-0.2120050992626017,-0.41483294754347766,0
19,ZTS,11,2022-05-06,2,1.0,28.592402,39.852978,4.149,77884391424.0,-4.37326922856683,0.0195715474427145,-0.0199694276235305,-0.0164448948264058,0.0185841228305414,0.4554331478601048,0.5822849370349777,0.7590485921896141,0.11865316529286701,0.04,0.687,0.273,0.097541585710877,-0.18878022837093522,-0.38055843356643254,-0.3104153598219669,-0.23858244342834342,-0.6788436889886734,0.8819321361844029,-0.1304385734859848,-1
